date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
4/11/2023,Selangor,89,0,256,1075,0
5/11/2023,Selangor,30,0,389,716,0
6/11/2023,Selangor,45,0,53,708,0
7/11/2023,Selangor,88,0,67,729,0
8/11/2023,Selangor,124,0,88,765,0
9/11/2023,Selangor,128,0,95,798,0
10/11/2023,Selangor,118,0,92,824,0
11/11/2023,Selangor,82,0,90,816,0
12/11/2023,Selangor,108,0,30,894,0
13/11/2023,Selangor,41,0,45,890,0
14/11/2023,Selangor,105,0,87,908,0
15/11/2023,Selangor,112,0,124,894,0
16/11/2023,Selangor,145,0,128,911,0
17/11/2023,Selangor,102,0,118,895,0
18/11/2023,Selangor,85,0,81,899,0
19/11/2023,Selangor,66,0,108,857,0
20/11/2023,Selangor,94,0,41,910,0
21/11/2023,Selangor,125,0,103,929,0
22/11/2023,Selangor,183,0,111,1001,0
23/11/2023,Selangor,210,0,149,1062,17
24/11/2023,Selangor,195,0,102,1155,13
25/11/2023,Selangor,187,0,84,1258,0
26/11/2023,Selangor,140,0,66,1332,0
27/11/2023,Selangor,148,0,94,1386,0
28/11/2023,Selangor,259,0,125,1519,0
29/11/2023,Selangor,408,0,176,1751,0
30/11/2023,Selangor,384,0,210,1924,0
1/12/2023,Selangor,618,0,195,2347,64
2/12/2023,Selangor,316,0,187,2476,96
3/12/2023,Selangor,355,0,140,2691,25
4/12/2023,Selangor,231,0,149,2773,0
5/12/2023,Selangor,524,0,638,2658,0
6/12/2023,Selangor,634,0,409,2883,10
7/12/2023,Selangor,1082,0,383,3581,8
8/12/2023,Selangor,598,0,616,3563,32
9/12/2023,Selangor,902,0,316,4149,31
10/12/2023,Selangor,915,0,355,4709,0
11/12/2023,Selangor,475,0,228,4953,0
12/12/2023,Selangor,556,0,524,4984,0
13/12/2023,Selangor,1036,0,633,5386,0
14/12/2023,Selangor,1401,0,1081,5705,107
15/12/2023,Selangor,929,0,598,6035,0
16/12/2023,Selangor,1137,0,902,6270,27
17/12/2023,Selangor,762,0,914,6118,0
18/12/2023,Selangor,675,0,476,6317,0
19/12/2023,Selangor,1003,0,555,6765,18
20/12/2023,Selangor,1750,0,1040,7475,0
21/12/2023,Selangor,1557,0,1402,7630,4
22/12/2023,Selangor,1339,0,932,8037,0
23/12/2023,Selangor,1102,0,1137,8002,0
24/12/2023,Selangor,770,0,761,8011,0
25/12/2023,Selangor,448,0,673,7786,0
26/12/2023,Selangor,552,0,999,7339,0
27/12/2023,Selangor,848,0,1748,6439,0
28/12/2023,Selangor,844,0,1556,5726,0
29/12/2023,Selangor,826,0,1337,5215,0
30/12/2023,Selangor,700,0,1101,4813,0
31/12/2023,Selangor,569,0,772,4610,0
1/1/2024,Selangor,475,0,446,4638,0
2/1/2024,Selangor,431,0,554,4515,0
3/1/2024,Selangor,675,0,863,4325,0
4/1/2024,Selangor,876,0,845,4356,0
5/1/2024,Selangor,740,0,825,4270,0
6/1/2024,Selangor,471,0,700,4041,0
7/1/2024,Selangor,445,0,568,3918,0
8/1/2024,Selangor,294,0,473,3739,0
9/1/2024,Selangor,436,0,431,3744,0
10/1/2024,Selangor,482,0,674,3552,0
11/1/2024,Selangor,637,0,874,3315,0
12/1/2024,Selangor,492,0,739,3068,0
13/1/2024,Selangor,319,0,471,2916,17
14/1/2024,Selangor,558,0,445,3029,0
15/1/2024,Selangor,281,0,294,3016,0
16/1/2024,Selangor,536,0,436,3116,56
17/1/2024,Selangor,456,0,482,3087,13
18/1/2024,Selangor,273,0,637,2723,1
19/1/2024,Selangor,318,0,492,2549,0
20/1/2024,Selangor,253,0,319,2480,0
21/1/2024,Selangor,186,0,558,2106,0
22/1/2024,Selangor,209,0,281,2033,0
23/1/2024,Selangor,209,0,536,1706,0
24/1/2024,Selangor,269,0,455,1520,0
25/1/2024,Selangor,216,0,272,1464,0
26/1/2024,Selangor,94,0,316,1242,0
27/1/2024,Selangor,115,0,254,1103,0
28/1/2024,Selangor,174,0,186,1091,0
29/1/2024,Selangor,61,0,209,942,0
30/1/2024,Selangor,119,0,206,855,0
31/1/2024,Selangor,121,0,269,707,0
1/2/2024,Selangor,132,0,215,624,0
2/2/2024,Selangor,82,0,94,612,0
3/2/2024,Selangor,36,0,116,532,0
4/2/2024,Selangor,40,0,173,399,0
5/2/2024,Selangor,53,0,62,390,0
6/2/2024,Selangor,57,0,119,328,0
7/2/2024,Selangor,66,0,121,273,0
8/2/2024,Selangor,42,0,131,184,0
9/2/2024,Selangor,54,0,82,156,0
10/2/2024,Selangor,36,0,36,156,0
11/2/2024,Selangor,35,0,40,151,0
12/2/2024,Selangor,12,0,53,110,0
13/2/2024,Selangor,25,0,57,78,0
14/2/2024,Selangor,44,0,67,55,0
15/2/2024,Selangor,23,0,42,36,0
16/2/2024,Selangor,37,0,54,19,0
17/2/2024,Selangor,37,0,36,20,0
18/2/2024,Selangor,42,0,34,28,0
19/2/2024,Selangor,22,0,12,38,0
20/2/2024,Selangor,55,0,25,68,0
21/2/2024,Selangor,43,0,44,67,0
22/2/2024,Selangor,36,0,23,80,0
23/2/2024,Selangor,31,0,37,74,0
24/2/2024,Selangor,32,0,37,69,0
25/2/2024,Selangor,21,0,42,48,0
26/2/2024,Selangor,19,0,22,45,0
27/2/2024,Selangor,32,0,55,22,0
28/2/2024,Selangor,44,0,43,23,0
29/2/2024,Selangor,39,0,36,25,0
1/3/2024,Selangor,32,0,30,27,0
2/3/2024,Selangor,24,0,32,19,0
3/3/2024,Selangor,20,0,21,18,0
4/3/2024,Selangor,29,0,19,28,0
5/3/2024,Selangor,30,0,32,26,0
6/3/2024,Selangor,31,0,44,13,0
7/3/2024,Selangor,36,0,39,10,0
8/3/2024,Selangor,24,0,32,2,0
9/3/2024,Selangor,16,0,24,-6,0
10/3/2024,Selangor,10,0,20,-16,0
11/3/2024,Selangor,8,0,29,-37,0
12/3/2024,Selangor,34,0,30,-33,0
13/3/2024,Selangor,40,0,31,-24,0
14/3/2024,Selangor,42,0,36,-18,0
15/3/2024,Selangor,41,0,24,-1,0
16/3/2024,Selangor,30,0,16,13,0
17/3/2024,Selangor,22,0,10,25,0
18/3/2024,Selangor,22,0,8,39,0
19/3/2024,Selangor,26,0,34,31,0
20/3/2024,Selangor,35,0,40,26,0
21/3/2024,Selangor,36,0,42,20,0
22/3/2024,Selangor,23,0,41,2,0
23/3/2024,Selangor,15,0,30,-13,0
24/3/2024,Selangor,35,0,22,0,0
25/3/2024,Selangor,18,0,22,-4,0
26/3/2024,Selangor,30,0,26,0,0
27/3/2024,Selangor,25,0,35,-10,0
28/3/2024,Selangor,10,0,36,-36,0
29/3/2024,Selangor,21,0,23,-38,0
30/3/2024,Selangor,22,0,15,-31,0
31/3/2024,Selangor,3,0,35,-63,0
1/4/2024,Selangor,23,0,18,-58,0
2/4/2024,Selangor,21,0,0,-37,0
3/4/2024,Selangor,41,0,0,4,0
4/4/2024,Selangor,20,0,10,14,0
5/4/2024,Selangor,32,0,21,25,0
6/4/2024,Selangor,18,0,22,21,0
7/4/2024,Selangor,9,0,3,27,0
8/4/2024,Selangor,14,0,23,18,0
9/4/2024,Selangor,14,0,21,11,0
10/4/2024,Selangor,11,0,41,-19,0
11/4/2024,Selangor,8,0,20,-31,0
12/4/2024,Selangor,6,0,32,-57,0
13/4/2024,Selangor,8,0,18,-67,0
14/4/2024,Selangor,12,0,9,-64,0
15/4/2024,Selangor,16,0,14,-62,0
16/4/2024,Selangor,33,0,14,-43,0
17/4/2024,Selangor,30,0,11,-24,0
18/4/2024,Selangor,43,0,8,11,0
19/4/2024,Selangor,50,0,6,55,0
20/4/2024,Selangor,39,0,8,86,0
21/4/2024,Selangor,16,0,12,90,0
22/4/2024,Selangor,14,0,16,88,0
23/4/2024,Selangor,47,0,33,102,0
24/4/2024,Selangor,50,0,30,121,0
25/4/2024,Selangor,45,1,43,123,0
26/4/2024,Selangor,35,0,50,108,0
27/4/2024,Selangor,22,0,39,91,0
28/4/2024,Selangor,19,0,16,94,0
29/4/2024,Selangor,12,0,14,92,0
30/4/2024,Selangor,39,0,47,84,0
1/5/2024,Selangor,37,0,50,71,0
2/5/2024,Selangor,33,0,44,60,0
3/5/2024,Selangor,43,0,35,68,0
4/5/2024,Selangor,33,0,22,79,0
5/5/2024,Selangor,8,0,19,68,0
6/5/2024,Selangor,54,0,12,110,0
7/5/2024,Selangor,32,0,39,103,0
8/5/2024,Selangor,68,0,38,133,0
9/5/2024,Selangor,70,0,33,170,0
10/5/2024,Selangor,41,0,43,168,0
11/5/2024,Selangor,50,0,32,186,0
12/5/2024,Selangor,17,0,8,195,0
13/5/2024,Selangor,9,0,54,150,0
14/5/2024,Selangor,102,0,32,220,0
15/5/2024,Selangor,92,0,68,244,0
16/5/2024,Selangor,74,0,70,248,0
17/5/2024,Selangor,79,0,41,286,0
18/5/2024,Selangor,42,0,50,278,0
19/5/2024,Selangor,18,0,17,279,0
20/5/2024,Selangor,64,0,9,334,0
21/5/2024,Selangor,85,0,102,317,0
22/5/2024,Selangor,32,0,92,257,0
23/5/2024,Selangor,60,0,74,243,0
24/5/2024,Selangor,76,0,79,240,0
25/5/2024,Selangor,57,0,42,255,0
26/5/2024,Selangor,32,0,18,269,0
27/5/2024,Selangor,89,0,64,294,0
28/5/2024,Selangor,101,0,85,310,0
29/5/2024,Selangor,136,0,32,414,0
30/5/2024,Selangor,132,0,60,486,0
31/5/2024,Selangor,82,0,76,492,0
1/6/2024,Selangor,100,0,57,535,0
2/6/2024,Selangor,16,0,32,519,0
3/6/2024,Selangor,29,0,89,459,0
4/6/2024,Selangor,137,0,101,495,0
5/6/2024,Selangor,125,0,136,484,0
6/6/2024,Selangor,177,0,132,529,0
7/6/2024,Selangor,150,0,0,679,0
8/6/2024,Selangor,85,0,100,664,0
9/6/2024,Selangor,34,0,16,682,0
10/6/2024,Selangor,31,0,29,684,0
11/6/2024,Selangor,169,0,137,716,0
12/6/2024,Selangor,332,0,125,923,0
13/6/2024,Selangor,171,0,177,917,0
14/6/2024,Selangor,153,0,150,920,0
15/6/2024,Selangor,50,0,85,885,0
16/6/2024,Selangor,46,0,34,897,0
17/6/2024,Selangor,35,0,31,901,0
18/6/2024,Selangor,204,0,169,936,0
19/6/2024,Selangor,172,0,332,776,0
20/6/2024,Selangor,215,0,171,820,0
21/6/2024,Selangor,170,0,153,837,0
22/6/2024,Selangor,125,0,50,912,0
23/6/2024,Selangor,167,0,46,1033,0
24/6/2024,Selangor,101,0,35,1099,0
25/6/2024,Selangor,172,0,204,1067,0
26/6/2024,Selangor,249,0,172,1144,0
27/6/2024,Selangor,253,0,216,1181,0
28/6/2024,Selangor,209,0,170,1220,0
29/6/2024,Selangor,53,0,125,1148,0
30/6/2024,Selangor,192,0,167,1173,0
1/7/2024,Selangor,167,0,101,1239,0
2/7/2024,Selangor,250,0,172,1317,0
3/7/2024,Selangor,91,0,248,1160,0
4/7/2024,Selangor,291,0,253,1198,0
5/7/2024,Selangor,96,0,209,1085,0
6/7/2024,Selangor,85,0,53,1117,0
7/7/2024,Selangor,283,0,192,1208,0
8/7/2024,Selangor,86,0,167,1127,0
9/7/2024,Selangor,105,0,250,982,0
10/7/2024,Selangor,153,0,91,1044,0
11/7/2024,Selangor,155,0,291,908,0
12/7/2024,Selangor,165,0,96,977,0
13/7/2024,Selangor,56,0,85,948,0
14/7/2024,Selangor,27,0,284,691,0
15/7/2024,Selangor,214,0,86,819,7
16/7/2024,Selangor,70,0,105,784,0
17/7/2024,Selangor,75,0,153,706,0
18/7/2024,Selangor,63,0,155,614,0
19/7/2024,Selangor,65,0,165,514,0
20/7/2024,Selangor,36,0,55,495,0
21/7/2024,Selangor,46,0,27,514,0
22/7/2024,Selangor,42,0,214,342,0
23/7/2024,Selangor,19,0,70,291,0
24/7/2024,Selangor,60,0,75,276,0
25/7/2024,Selangor,39,0,63,252,0
26/7/2024,Selangor,48,0,65,235,0
27/7/2024,Selangor,35,0,36,234,0
28/7/2024,Selangor,28,0,46,216,0
29/7/2024,Selangor,53,0,42,227,0
30/7/2024,Selangor,53,0,19,261,0
31/7/2024,Selangor,45,0,60,246,0
1/8/2024,Selangor,45,0,39,252,0
2/8/2024,Selangor,42,0,48,246,0
3/8/2024,Selangor,6,0,35,217,0
4/8/2024,Selangor,13,0,28,202,0
5/8/2024,Selangor,38,0,53,187,0
6/8/2024,Selangor,36,0,53,170,0
7/8/2024,Selangor,35,0,45,160,0
8/8/2024,Selangor,31,0,45,146,0
9/8/2024,Selangor,41,0,42,145,0
10/8/2024,Selangor,46,0,6,185,0
11/8/2024,Selangor,6,0,13,178,0
12/8/2024,Selangor,37,0,38,177,0
13/8/2024,Selangor,18,0,36,159,0
14/8/2024,Selangor,19,0,35,143,0
15/8/2024,Selangor,27,0,31,139,0
16/8/2024,Selangor,27,0,41,125,0
17/8/2024,Selangor,5,0,46,84,0
18/8/2024,Selangor,5,0,6,83,0
19/8/2024,Selangor,32,0,37,78,0
20/8/2024,Selangor,21,0,18,81,0
21/8/2024,Selangor,45,0,19,107,0
22/8/2024,Selangor,86,0,27,166,0
23/8/2024,Selangor,12,0,27,151,0
24/8/2024,Selangor,6,0,5,152,0
25/8/2024,Selangor,0,0,5,147,0
26/8/2024,Selangor,9,0,32,124,0
27/8/2024,Selangor,68,0,21,171,10
28/8/2024,Selangor,9,0,45,135,0
29/8/2024,Selangor,30,0,86,79,0
30/8/2024,Selangor,11,0,12,78,0
31/8/2024,Selangor,3,0,6,75,0
1/9/2024,Selangor,17,0,0,92,0
2/9/2024,Selangor,28,0,9,111,0
3/9/2024,Selangor,16,0,68,59,0
4/9/2024,Selangor,9,0,9,59,0
5/9/2024,Selangor,40,0,30,69,0
6/9/2024,Selangor,8,0,11,66,0
7/9/2024,Selangor,4,0,3,67,0
8/9/2024,Selangor,1,0,17,51,0
9/9/2024,Selangor,33,0,28,56,0
10/9/2024,Selangor,14,0,16,54,0
11/9/2024,Selangor,11,0,9,56,0
12/9/2024,Selangor,9,0,40,25,0
13/9/2024,Selangor,12,0,8,29,0
14/9/2024,Selangor,1,0,4,26,0
15/9/2024,Selangor,0,0,1,25,0
16/9/2024,Selangor,0,0,33,-8,0
17/9/2024,Selangor,22,0,14,0,0
18/9/2024,Selangor,6,0,11,-5,0
19/9/2024,Selangor,12,0,9,-2,0
20/9/2024,Selangor,7,0,12,-7,0
21/9/2024,Selangor,5,0,1,-3,0
22/9/2024,Selangor,0,0,0,-3,0
23/9/2024,Selangor,30,0,0,27,0
24/9/2024,Selangor,17,0,22,22,0
25/9/2024,Selangor,39,0,6,55,0
26/9/2024,Selangor,12,0,12,55,0
27/9/2024,Selangor,13,0,7,61,0
28/9/2024,Selangor,0,0,5,56,0
29/9/2024,Selangor,1,0,0,57,0
30/9/2024,Selangor,19,0,30,46,0
1/10/2024,Selangor,113,0,17,142,0
2/10/2024,Selangor,5,0,39,108,0
3/10/2024,Selangor,49,0,12,145,3
4/10/2024,Selangor,20,0,13,152,0
5/10/2024,Selangor,32,0,0,184,0
6/10/2024,Selangor,2,0,1,185,0
7/10/2024,Selangor,19,0,19,185,0
8/10/2024,Selangor,10,0,113,82,0
9/10/2024,Selangor,18,0,5,95,0
10/10/2024,Selangor,93,0,49,139,34
11/10/2024,Selangor,30,0,20,149,0
12/10/2024,Selangor,11,0,32,128,0
13/10/2024,Selangor,2,0,2,128,0
14/10/2024,Selangor,38,0,19,147,0
15/10/2024,Selangor,14,0,10,151,0
16/10/2024,Selangor,55,0,18,188,0
17/10/2024,Selangor,21,0,93,116,0
18/10/2024,Selangor,31,0,30,117,0
19/10/2024,Selangor,12,0,11,118,0
20/10/2024,Selangor,4,0,2,120,0
21/10/2024,Selangor,37,0,38,119,0
22/10/2024,Selangor,16,0,14,121,0
23/10/2024,Selangor,39,0,55,105,0
24/10/2024,Selangor,31,0,21,115,0
25/10/2024,Selangor,38,0,31,122,0
26/10/2024,Selangor,4,0,12,114,0
27/10/2024,Selangor,4,0,4,114,0
28/10/2024,Selangor,35,0,37,112,0
29/10/2024,Selangor,21,0,16,117,0
30/10/2024,Selangor,5,0,39,83,0
31/10/2024,Selangor,10,0,31,62,0
1/11/2024,Selangor,33,0,38,57,0
2/11/2024,Selangor,6,0,4,59,0
3/11/2024,Selangor,4,0,4,59,0
4/11/2024,Selangor,42,0,35,66,0
5/11/2024,Selangor,28,0,21,73,0
6/11/2024,Selangor,57,0,5,125,0
7/11/2024,Selangor,35,0,10,150,0
8/11/2024,Selangor,25,0,33,142,0
9/11/2024,Selangor,13,0,6,149,0
10/11/2024,Selangor,16,0,4,161,0
11/11/2024,Selangor,54,0,42,173,0
12/11/2024,Selangor,39,0,28,184,0
13/11/2024,Selangor,35,0,57,162,0
14/11/2024,Selangor,34,0,35,161,0
15/11/2024,Selangor,43,0,25,179,0
16/11/2024,Selangor,32,0,13,198,0
17/11/2024,Selangor,12,0,16,194,0
18/11/2024,Selangor,8,0,54,148,0
19/11/2024,Selangor,66,0,39,175,0
20/11/2024,Selangor,35,0,35,175,0
21/11/2024,Selangor,35,0,34,176,0
22/11/2024,Selangor,49,0,43,182,0
23/11/2024,Selangor,12,0,32,162,0
24/11/2024,Selangor,10,0,12,160,0
25/11/2024,Selangor,63,0,8,215,0
26/11/2024,Selangor,28,0,66,177,0
27/11/2024,Selangor,52,0,35,194,0
28/11/2024,Selangor,53,0,35,212,0
29/11/2024,Selangor,11,0,49,174,0
30/11/2024,Selangor,41,0,12,203,0
1/12/2024,Selangor,12,0,10,205,0
2/12/2024,Selangor,53,0,63,195,0
3/12/2024,Selangor,52,0,28,219,0
4/12/2024,Selangor,78,0,52,245,0
5/12/2024,Selangor,40,0,53,232,0
6/12/2024,Selangor,17,0,11,238,0
7/12/2024,Selangor,7,0,41,204,0
8/12/2024,Selangor,12,0,12,204,0
9/12/2024,Selangor,144,0,53,295,6
10/12/2024,Selangor,62,0,52,305,0
11/12/2024,Selangor,36,0,78,263,0
12/12/2024,Selangor,73,0,40,296,0
13/12/2024,Selangor,35,0,17,314,0
14/12/2024,Selangor,8,0,7,315,0
15/12/2024,Selangor,3,0,12,306,0
16/12/2024,Selangor,14,0,144,176,0
17/12/2024,Selangor,128,0,62,242,0
18/12/2024,Selangor,19,0,36,225,0
19/12/2024,Selangor,29,0,73,181,0
20/12/2024,Selangor,30,0,35,176,0
21/12/2024,Selangor,22,0,8,190,0
22/12/2024,Selangor,14,0,3,201,0
23/12/2024,Selangor,9,0,14,196,0
24/12/2024,Selangor,20,0,128,88,0
25/12/2024,Selangor,14,0,19,83,0
26/12/2024,Selangor,12,0,29,66,0
27/12/2024,Selangor,19,0,30,55,0
28/12/2024,Selangor,16,0,22,49,0
29/12/2024,Selangor,11,0,14,46,0
30/12/2024,Selangor,30,0,9,67,0
31/12/2024,Selangor,44,0,20,91,0
1/1/2025,Selangor,25,0,14,102,0
2/1/2025,Selangor,57,0,12,147,0
3/1/2025,Selangor,37,0,19,165,0
4/1/2025,Selangor,72,0,16,221,0
5/1/2025,Selangor,33,0,11,243,0
6/1/2025,Selangor,26,0,30,239,0
7/1/2025,Selangor,40,0,44,235,0
8/1/2025,Selangor,83,0,25,293,0
9/1/2025,Selangor,66,0,57,302,0
10/1/2025,Selangor,13,0,37,278,0
11/1/2025,Selangor,48,0,72,254,0
12/1/2025,Selangor,8,0,33,229,0
13/1/2025,Selangor,6,0,26,209,0
14/1/2025,Selangor,9,0,40,178,0
15/1/2025,Selangor,42,0,83,137,0
16/1/2025,Selangor,87,0,66,158,0
17/1/2025,Selangor,36,0,13,181,0
18/1/2025,Selangor,34,0,48,167,0
19/1/2025,Selangor,11,0,8,170,0
20/1/2025,Selangor,10,0,6,174,0
21/1/2025,Selangor,20,0,9,185,0
22/1/2025,Selangor,24,0,42,167,0
23/1/2025,Selangor,23,0,87,103,0
24/1/2025,Selangor,35,0,36,102,0
25/1/2025,Selangor,8,0,34,76,0
26/1/2025,Selangor,23,0,11,88,0
27/1/2025,Selangor,55,0,10,133,0
28/1/2025,Selangor,23,0,20,136,0
29/1/2025,Selangor,2,0,24,114,0
30/1/2025,Selangor,8,0,23,99,0
31/1/2025,Selangor,22,0,35,86,0
1/2/2025,Selangor,4,0,8,82,0
2/2/2025,Selangor,8,0,23,67,0
3/2/2025,Selangor,19,0,55,31,0
4/2/2025,Selangor,18,0,23,26,0
5/2/2025,Selangor,1,0,2,25,0
6/2/2025,Selangor,19,0,8,36,0
7/2/2025,Selangor,9,0,22,23,0
8/2/2025,Selangor,4,0,4,23,0
9/2/2025,Selangor,6,0,8,21,2
10/2/2025,Selangor,28,0,19,30,0
11/2/2025,Selangor,1,0,18,13,0
12/2/2025,Selangor,38,0,1,50,0
13/2/2025,Selangor,20,0,19,51,0
14/2/2025,Selangor,35,0,9,77,0
15/2/2025,Selangor,15,0,4,88,0
16/2/2025,Selangor,3,0,6,85,0
17/2/2025,Selangor,10,0,28,67,0
18/2/2025,Selangor,9,0,1,75,0
19/2/2025,Selangor,7,0,38,44,0
20/2/2025,Selangor,16,0,20,40,0
21/2/2025,Selangor,5,0,35,10,0
22/2/2025,Selangor,7,0,15,2,0
23/2/2025,Selangor,4,0,3,3,0
24/2/2025,Selangor,6,0,10,-1,0
25/2/2025,Selangor,5,0,9,-5,0
26/2/2025,Selangor,19,0,7,7,0
27/2/2025,Selangor,30,0,16,21,0
28/2/2025,Selangor,32,0,5,48,0
1/3/2025,Selangor,21,0,7,62,0
2/3/2025,Selangor,10,0,4,68,0
3/3/2025,Selangor,8,0,6,70,0
4/3/2025,Selangor,31,0,5,96,0
5/3/2025,Selangor,9,0,19,86,0
6/3/2025,Selangor,22,0,30,78,0
7/3/2025,Selangor,28,0,32,74,0
8/3/2025,Selangor,11,0,21,64,0
9/3/2025,Selangor,13,0,10,67,0
10/3/2025,Selangor,16,0,8,75,0
11/3/2025,Selangor,10,0,31,54,0
12/3/2025,Selangor,22,0,9,67,0
13/3/2025,Selangor,31,0,22,76,0
14/3/2025,Selangor,21,0,28,69,0
15/3/2025,Selangor,10,0,11,68,0
16/3/2025,Selangor,9,0,13,64,0
17/3/2025,Selangor,11,0,16,59,0
18/3/2025,Selangor,15,0,10,64,0
19/3/2025,Selangor,7,0,22,49,0
20/3/2025,Selangor,5,0,31,23,0
21/3/2025,Selangor,29,0,21,31,0
22/3/2025,Selangor,9,0,10,30,0
23/3/2025,Selangor,16,0,9,37,0
24/3/2025,Selangor,12,0,11,38,0
25/3/2025,Selangor,17,0,15,40,0
26/3/2025,Selangor,10,0,7,43,0
27/3/2025,Selangor,12,0,5,50,0
28/3/2025,Selangor,24,0,29,45,0
29/3/2025,Selangor,12,0,9,48,0
30/3/2025,Selangor,8,0,16,40,0
31/3/2025,Selangor,3,0,12,31,0
1/4/2025,Selangor,6,0,17,20,0
2/4/2025,Selangor,7,0,10,17,0
3/4/2025,Selangor,7,0,12,12,0
4/4/2025,Selangor,7,0,24,-5,0
5/4/2025,Selangor,22,0,12,5,0
6/4/2025,Selangor,8,0,8,5,0
7/4/2025,Selangor,17,0,3,19,0
8/4/2025,Selangor,23,0,6,36,0
9/4/2025,Selangor,44,0,7,73,0
10/4/2025,Selangor,16,0,7,82,0
11/4/2025,Selangor,38,0,7,113,0
12/4/2025,Selangor,9,0,22,100,0
13/4/2025,Selangor,17,0,8,109,0
14/4/2025,Selangor,15,0,17,107,0
15/4/2025,Selangor,46,0,23,130,0
16/4/2025,Selangor,33,0,44,119,0
17/4/2025,Selangor,17,0,16,120,0
18/4/2025,Selangor,27,0,38,109,0
19/4/2025,Selangor,6,0,9,106,0
20/4/2025,Selangor,15,0,17,104,0
21/4/2025,Selangor,25,0,15,114,0
22/4/2025,Selangor,39,0,46,107,0
23/4/2025,Selangor,37,0,33,111,0
24/4/2025,Selangor,43,0,17,137,0
25/4/2025,Selangor,20,0,27,130,0
26/4/2025,Selangor,28,0,6,152,0
27/4/2025,Selangor,23,0,15,160,0
28/4/2025,Selangor,59,0,25,194,0
29/4/2025,Selangor,49,0,39,204,0
30/4/2025,Selangor,43,0,37,210,0
1/5/2025,Selangor,26,0,43,193,0
2/5/2025,Selangor,43,0,20,216,0
3/5/2025,Selangor,38,0,28,226,0
4/5/2025,Selangor,22,0,0,0,0
5/5/2025,Selangor,49,0,0,0,0
6/5/2025,Selangor,58,0,0,0,0
7/5/2025,Selangor,58,0,0,0,0
8/5/2025,Selangor,48,0,0,0,0
9/5/2025,Selangor,63,0,0,0,0
10/5/2025,Selangor,41,0,0,0,0
11/5/2025,Selangor,27,0,0,0,0
12/5/2025,Selangor,21,0,0,0,0
13/5/2025,Selangor,39,0,0,0,0
14/5/2025,Selangor,86,0,0,0,0
15/5/2025,Selangor,50,0,0,0,0
16/5/2025,Selangor,49,0,0,0,0
17/5/2025,Selangor,97,0,0,0,0
18/5/2025,Selangor,25,0,0,0,0
19/5/2025,Selangor,70,0,0,0,0
20/5/2025,Selangor,95,0,0,0,0
21/5/2025,Selangor,104,0,0,0,0
22/5/2025,Selangor,90,0,0,0,0
23/5/2025,Selangor,44,0,0,0,0
24/5/2025,Selangor,85,0,0,0,0
25/5/2025,Selangor,82,0,0,0,0
26/5/2025,Selangor,85,0,0,0,0
27/5/2025,Selangor,94,0,0,0,0
28/5/2025,Selangor,105,0,0,0,0
29/5/2025,Selangor,157,0,0,0,0
30/5/2025,Selangor,90,0,0,0,0
31/5/2025,Selangor,63,0,0,0,0
25/1/2020,Terengganu,0,0,0,0,0
26/1/2020,Terengganu,0,0,0,0,0
27/1/2020,Terengganu,0,0,0,0,0
28/1/2020,Terengganu,0,0,0,0,0
29/1/2020,Terengganu,0,0,0,0,0
30/1/2020,Terengganu,0,0,0,0,0
31/1/2020,Terengganu,0,0,0,0,0
1/2/2020,Terengganu,0,0,0,0,0
2/2/2020,Terengganu,0,0,0,0,0
3/2/2020,Terengganu,0,0,0,0,0
4/2/2020,Terengganu,0,0,0,0,0
5/2/2020,Terengganu,0,0,0,0,0
6/2/2020,Terengganu,0,0,0,0,0
7/2/2020,Terengganu,0,0,0,0,0
8/2/2020,Terengganu,0,0,0,0,0
9/2/2020,Terengganu,0,0,0,0,0
10/2/2020,Terengganu,0,0,0,0,0
11/2/2020,Terengganu,0,0,0,0,0
12/2/2020,Terengganu,0,0,0,0,0
13/2/2020,Terengganu,0,0,0,0,0
14/2/2020,Terengganu,0,0,0,0,0
15/2/2020,Terengganu,0,0,0,0,0
16/2/2020,Terengganu,0,0,0,0,0
17/2/2020,Terengganu,0,0,0,0,0
18/2/2020,Terengganu,0,0,0,0,0
19/2/2020,Terengganu,0,0,0,0,0
20/2/2020,Terengganu,0,0,0,0,0
21/2/2020,Terengganu,0,0,0,0,0
22/2/2020,Terengganu,0,0,0,0,0
23/2/2020,Terengganu,0,0,0,0,0
24/2/2020,Terengganu,0,0,0,0,0
25/2/2020,Terengganu,0,0,0,0,0
26/2/2020,Terengganu,0,0,0,0,0
27/2/2020,Terengganu,0,0,0,0,0
28/2/2020,Terengganu,0,0,0,0,0
29/2/2020,Terengganu,0,0,0,0,0
1/3/2020,Terengganu,0,0,0,0,0
2/3/2020,Terengganu,0,0,0,0,0
3/3/2020,Terengganu,0,0,0,0,0
4/3/2020,Terengganu,0,0,0,0,0
5/3/2020,Terengganu,0,0,0,0,0
6/3/2020,Terengganu,0,0,0,0,0
7/3/2020,Terengganu,0,0,0,0,0
8/3/2020,Terengganu,0,0,0,0,0
9/3/2020,Terengganu,0,0,0,0,0
10/3/2020,Terengganu,0,0,0,0,0
11/3/2020,Terengganu,0,0,0,0,0
12/3/2020,Terengganu,0,0,0,0,0
13/3/2020,Terengganu,0,0,0,0,0
14/3/2020,Terengganu,0,0,0,0,0
15/3/2020,Terengganu,0,0,0,0,0
